title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	data_processing.5	data_processing.6	data_processing.7	data_processing.8	data_processing.9	data_processing.10	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell.line.ch1	crispr.library.ch1	sequenced.molecule.ch1	time.point.ch1	treatment.ch1
GSM4518178	MUS_60_EMT6-HA T0	GSM4518178	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: none	crispr library: mTKO	time point: T0	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840877	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259295	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518178/suppl/GSM4518178_MUS_60.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T0	none
GSM4518179	MUS_61_EMT6-HA T11 A	GSM4518179	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T11	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840876	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259296	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518179/suppl/GSM4518179_MUS_61.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T11	Control
GSM4518180	MUS_62_EMT6-HA T11 B	GSM4518180	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T11	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840875	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259297	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518180/suppl/GSM4518180_MUS_62.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T11	Control
GSM4518181	MUS_63_EMT6-HA T11 C	GSM4518181	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T11	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840914	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259199	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518181/suppl/GSM4518181_MUS_63.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T11	Control
GSM4518182	MUS_64_EMT6-HA T19 A	GSM4518182	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T19	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840913	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259200	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518182/suppl/GSM4518182_MUS_64.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T19	Control
GSM4518183	MUS_65_EMT6-HA T19 B	GSM4518183	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T19	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840912	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259201	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518183/suppl/GSM4518183_MUS_65.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T19	Control
GSM4518184	MUS_66_EMT6-HA T19 C	GSM4518184	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: Control	crispr library: mTKO	time point: T19	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840911	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259202	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518184/suppl/GSM4518184_MUS_66.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T19	Control
GSM4518185	MUS_67_EMT6-HA T10 A	GSM4518185	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: T cell (drop-out)	crispr library: mTKO	time point: T10	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840910	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259203	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518185/suppl/GSM4518185_MUS_67.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T10	T cell (drop-out)
GSM4518186	MUS_68_EMT6-HA T10 B	GSM4518186	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: T cell (drop-out)	crispr library: mTKO	time point: T10	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840909	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259204	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518186/suppl/GSM4518186_MUS_68.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T10	T cell (drop-out)
GSM4518187	MUS_69_EMT6-HA T10 C	GSM4518187	Public on Jul 31 2020	May 06 2020	Jul 31 2020	SRA	1	EMT6 cell line + haemagglutinin antigen	Mus musculus	cell line: EMT6	treatment: T cell (drop-out)	crispr library: mTKO	time point: T10	sequenced molecule: gRNA amplicon	Cells were repeatedly exposed (2-3 times for ~12-48 hours) to IFNa [10ng/ml], TNFa [10ng/ml] or cytotoxic T-lymphocytes [variable effector to target ratios]	Cells were cultured in RPMI media supplemented with 10% FBS and 1% Penicillin/Streptomycin and serially passaged for ~18-35 days (propagated in biological triplicates)	genomic DNA	Genomic DNA was extracted using the Wizard Genomic DNA Purification kit (Promega) according to manufacturer’s instructions	For each tumor sample, the gRNA cassette was amplified directly from genomic DNA using primers harboring Illumina TruSeq adaptors with i5 and i7 barcodes. The resulting sequencing libraries were pooled and gel-purified.	10090	Library strategy: CRISPR screen	FASTQ files were pre-processed to extract Cas9 guide sequence using a bespoke Perl script.	The Cas9 guide sequence was extracted from read1 files as the 20 bases preceeding 'CGGTGTTT'.	Trimmed FASTQ files were then aligned to the mTKO or mValidation FASTA file using bowtie v0.12.1 using the following command line parameters:   -p 16 -v 3 -l 18 --chunkmbs 256 -t <library_file> --un unmapped.fastq --al mapped.fastq -1 <trimmed_read1.fastq> aligned.sam	The number of reads aligning to each guide sequence was enumerated for each aligned .sam file, and alignment statistics were recorded.  Guide IDs and counts were written to individual count files.	All individual count files were merged along with library annotations in R.	Supplementary_files_format_and_content: tab-delimited read count matrix	mTKO_readCounts_4May20.txt: read count matrix	mVal_readCounts_4May20.txt: read count matrix	mTKO_library.txt: library annotation file	mVal_library.txt: library annotation file	GPL17021	Jason,,Moffat	j.moffat@utoronto.ca	Molecular Genetics	University of Toronto	160 College St	Toronto	ON	M5S 3E1	Canada	0	Illumina HiSeq 2500	other	genomic	OTHER	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14840908	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8259205	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4518nnn/GSM4518187/suppl/GSM4518187_MUS_69.readcount.txt.gz	EMT6	mTKO	gRNA amplicon	T10	T cell (drop-out)
